domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
4babies.nu,nu,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
4mcnx.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
acfutureinvest.se,se,2026-05-15,True,False,0,wayback,2026-05-14T12:07:07.300599+00:00
adaptamedia.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
agendum.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
agestavvs.se,se,2026-05-15,True,False,0,wayback,2026-05-14T12:07:07.300599+00:00
agnarson.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
agrinote.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
aim-at-zero.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
airapporter.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
aivanty.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
akb-darkside.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
akkfastigheter.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
akvamin.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
akvariedesign.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
albapsykoterapi.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
alea-herbs.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
alexbergstrom.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
alexgerdt.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
allroundsericefollinge.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
allshoppen.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
almashigrill.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
altargo.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
amandawart.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
amaniphotograph.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
ang1.se,se,2026-05-15,True,False,0,wayback,2026-05-14T12:07:07.300599+00:00
anhorigsupporten.se,se,2026-05-15,True,False,0,wayback,2026-05-14T12:07:07.300599+00:00
anisolja.se,se,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
annemiekebarnhoorn.nu,nu,2026-05-15,True,,,wayback,2026-05-14T12:07:07.300599+00:00
