domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
10xtech.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
20x.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
261tryckbolaget.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
2airport.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
50shadesoftoys.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
a4-zuid.nu,nu,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
a4zuid.nu,nu,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
aaronshood.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
abandoned.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
abigaile.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
absolutflow.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
ac-center.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
achouse.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
achreliuspartners.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
adoptivfamilj.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
aiavtal.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
airevisorn.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
aistudent.nu,nu,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
akirfa.nu,nu,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
albatrosresor.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
algae.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
alisalarsen.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
allareklamer.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
allotetraploid.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
allyta.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
alurella.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
amalsmassan.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
amandaaurelind.se,se,2026-04-18,True,False,0,wayback,2026-04-17T11:18:46.587056+00:00
ambiamo.se,se,2026-04-18,True,,,wayback,2026-04-17T11:18:46.587056+00:00
