domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
2hinvest.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
360aero.nu,nu,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
360vista.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
804meter.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
8rhk.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
9camp7.nu,nu,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
abis-feab.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
abisfeab.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
abrahams.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
acadamy.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
academicpaper.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
acera.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
adk-experten.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
agiarabygg.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
agilehrcommunity.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
agra.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
ahusmanskor.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
aifutureforce.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
aigpt.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
akallavent.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
alani.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
alarm-experten.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
albacy.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
alberrkvalitesnickeri.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
allamasteskita.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
allblackonline.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
alltsmart.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
alomi.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
alphabilar.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
alternativevent.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
amain-stockholm.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
amazinggrejs.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
andreaseklund.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
apot.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
arisencoaching.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
arkitektkungen.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
assistansupplysningen.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
ateljeviktor.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
aterbrukskartan.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
athletecards.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
athletpedia.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
autoselecta.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
avanceradedorrar.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
avanderdesign.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
aventyrsateljen.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
avlidna.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
badrumsrenoveringmolndal.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bakebloom.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
balanc.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
banan-kompaniet.nu,nu,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
bandyportfolj.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bangergolf.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bankbyte.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
barabara.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
barnleksaker.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
beautybyarta.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
beautyfoculture.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bebalanced.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bedrijf-verkopen.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
begravningskollen.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bensajt.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
benshop.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bensinpriset.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
besiktamig.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bilserviceexpert.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bilverkstadalingsas.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bilverkstadihedemora.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
biotopa.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
birdlanding.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
birdlandsweden.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
birdlandweeks.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
birdlandwestsweden.se,se,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
birdsolutions.se,se,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
bitcoineuro.nu,nu,2026-05-08,True,False,0,wayback,2026-05-07T11:56:59.715494+00:00
bjarka.nu,nu,2026-05-08,True,,,wayback,2026-05-07T11:56:59.715494+00:00
