domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
acnefekt.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
axland.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
bamos.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
billiga-linser.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
bitcoinlotto.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
bogetoft.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
businessasusual.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
cannae.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
care4care.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
consu.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
dekk-kalk.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
dolly.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
dress2impress.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
duurzameluchtvaart.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
e-man.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
eczemefekt.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
elskersaunagus.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
enerqibalans.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
equitok.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
fraudecheck.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
fraudechecker.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
haarhuis.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
halfnoise.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
hamifleurs.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
happy2print.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
ibat.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
icecreamdeli.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
ikgaervoor.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
internetsearch.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
internetwerving.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
isde.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
kobenhavn.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
krigsmyter.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
laatstegroet.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
language.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
ledlagret.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
lekobusa.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
lekochbusa.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
lerbjerggaard.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
levitera.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
lokala.nu,nu,2026-02-23,,False,,,2026-02-23T07:56:54.583360+00:00
