domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
1337x.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
artiti.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
avloppsrensning.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
ayumi.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
barns.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
bezielingscoach.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
boligklar.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
centos.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
cijfers.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
cormach.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
databunker.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
domypizza.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
dranquilo.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
e-challenge.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
echallenge.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
ethericsphere.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
fleruppdrag.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
gaffelgott.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
gezondheidscommunicatie.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
guckaochsmack.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
halmstadstravet.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
hihaho.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
hoogezand.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
hot-deal.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
hot-deals.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
hotdeal.nu,nu,2026-02-15,,False,,,2026-02-15T07:39:21.764767+00:00
