domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
a-practice-stockholm.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
abridialogue.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
adogsmarch.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
ahallservice.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
ahoskamera.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
akutbygg.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
albajobbservice.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
albinamanda.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
albinochellensbrollop.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
alectra.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
aletheias.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
alexandramariaj.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
almarica.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
altcap.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
alvaochjag.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
amalianelson.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
amoba.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
amoderma.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
analytelligence.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
anetteeriksson.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
anorthernsoul.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
anpassadkompetens.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
apartheidfri.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
appletonalpha.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
aquanostrasemper.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
arcticbluebell.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
argibygg.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
artagon.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
arvidmedia.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
asbilservice.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
asianlivscorner.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
asianordic.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
astorps-glasmasteri.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
avenystad.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
avvikelsearkivet.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
babyzone.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
bacillerna.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
balanza.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
bankifi.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
barris.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
beautybird.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
beautyfeel.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
bemee.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
benemeritus.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
berggrenskonst.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
bergvarmesoderort.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
bibera.se,se,2026-01-26,True,True,,google,2026-01-25T07:59:41.245605+00:00
