domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
0sen.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
1045.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
2030klimatspelet.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
3dverkstad.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
50-50.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
abbonnemang.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
acfab.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
advogado.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
aestheticmarketingagency.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
agorafinans.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
agvgolvab.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
ai-teleservice.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
ai-trading.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
airgunshop.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
akee.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
alertsweden.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
alexassistans.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
alir.nu,nu,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
allekullamobler.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
allekullasnickeri.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
alnovet.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
alpentreprenad.se,se,2026-04-24,True,False,0,wayback,2026-04-23T10:12:21.836318+00:00
