domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
24resor.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
2natur.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
3dtanja.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
4rtisprotein.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
academicsupport.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
acceleramb.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
accelerated.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
acecomdevelopment.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
acl-wp.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
adsol.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
afrapharma.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
akkadian.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
aknemedicin.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
alefiskarna.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
alexandersfix.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
allabolags.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
allconplate.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
allhalsa.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
allinmindpublishing.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
alltjanstkalix.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
almablom.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
alridwan.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
alternatingcurrent.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
altiorehalsa.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
alutile.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
amandawester.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
amelieochhans.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
amotjaktskytte.se,se,2026-01-18,True,True,,google,2026-01-17T07:54:53.540535+00:00
