domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
accommodation.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
adultstore.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
aintree.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
alleskolansbibliotek.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
brytburken.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
familjenlinden.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
firma-sverige.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
hemtilldig.nu,nu,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
ilovemylaptop.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
livinn.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
lovegeneration.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
solenergibutiken.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
spofun.se,se,2026-09-21,True,True,500,wayback,2026-09-20T07:43:58.544434+00:00
cilek.se,se,2026-09-21,True,True,470,wayback,2026-09-20T07:43:58.544434+00:00
skindoc.se,se,2026-09-21,True,True,452,wayback,2026-09-20T07:43:58.544434+00:00
ingridsdansshop.se,se,2026-09-21,True,True,396,wayback,2026-09-20T07:43:58.544434+00:00
foraldraforeningen.se,se,2026-09-21,True,True,385,wayback,2026-09-20T07:43:58.544434+00:00
connectedsweden.se,se,2026-09-21,True,True,325,wayback,2026-09-20T07:43:58.544434+00:00
fatanten.se,se,2026-09-21,True,True,321,wayback,2026-09-20T07:43:58.544434+00:00
tonande.nu,nu,2026-09-21,True,True,299,wayback,2026-09-20T07:43:58.544434+00:00
fredrikekholm.se,se,2026-09-21,True,True,235,wayback,2026-09-20T07:43:58.544434+00:00
accera.se,se,2026-09-21,True,True,224,wayback,2026-09-20T07:43:58.544434+00:00
vipocean.se,se,2026-09-21,True,True,209,wayback,2026-09-20T07:43:58.544434+00:00
sportbiz4u.se,se,2026-09-21,True,True,199,wayback,2026-09-20T07:43:58.544434+00:00
fjallframfart.se,se,2026-09-21,True,True,176,wayback,2026-09-20T07:43:58.544434+00:00
skolvaska.se,se,2026-09-21,True,True,158,wayback,2026-09-20T07:43:58.544434+00:00
fiks.se,se,2026-09-21,True,True,156,wayback,2026-09-20T07:43:58.544434+00:00
pickles.se,se,2026-09-21,True,True,115,wayback,2026-09-20T07:43:58.544434+00:00
petsalon.se,se,2026-09-21,True,True,106,wayback,2026-09-20T07:43:58.544434+00:00
lillapapperiet.se,se,2026-09-21,True,True,93,wayback,2026-09-20T07:43:58.544434+00:00
advokatwiback.se,se,2026-09-21,True,True,84,wayback,2026-09-20T07:43:58.544434+00:00
snet.se,se,2026-09-21,True,True,70,wayback,2026-09-20T07:43:58.544434+00:00
chredovisning.se,se,2026-09-21,True,True,68,wayback,2026-09-20T07:43:58.544434+00:00
4henne.se,se,2026-09-21,True,True,67,wayback,2026-09-20T07:43:58.544434+00:00
sokkompaniet.se,se,2026-09-21,True,True,67,wayback,2026-09-20T07:43:58.544434+00:00
italienskcateringstockholm.se,se,2026-09-21,True,True,52,wayback,2026-09-20T07:43:58.544434+00:00
integralkommunikation.se,se,2026-09-21,True,True,51,wayback,2026-09-20T07:43:58.544434+00:00
iskallan.se,se,2026-09-21,True,True,50,wayback,2026-09-20T07:43:58.544434+00:00
lgkonsult.se,se,2026-09-21,True,True,50,wayback,2026-09-20T07:43:58.544434+00:00
peruken.se,se,2026-09-21,True,True,50,wayback,2026-09-20T07:43:58.544434+00:00
sports4you.se,se,2026-09-21,True,True,50,wayback,2026-09-20T07:43:58.544434+00:00
formulati.se,se,2026-09-21,True,True,49,wayback,2026-09-20T07:43:58.544434+00:00
byggmaterialportalen.se,se,2026-09-21,True,True,37,wayback,2026-09-20T07:43:58.544434+00:00
jakttorget.se,se,2026-09-21,True,True,35,wayback,2026-09-20T07:43:58.544434+00:00
brunskogshbf.se,se,2026-09-21,True,True,31,wayback,2026-09-20T07:43:58.544434+00:00
xn--brllopsbilder-jmb.se,se,2026-09-21,True,True,30,wayback,2026-09-20T07:43:58.544434+00:00
exai.se,se,2026-09-21,True,True,21,wayback,2026-09-20T07:43:58.544434+00:00
casinoworld.se,se,2026-09-21,True,True,19,wayback,2026-09-20T07:43:58.544434+00:00
froseke.se,se,2026-09-21,True,True,19,wayback,2026-09-20T07:43:58.544434+00:00
pafoit.se,se,2026-09-21,True,True,19,wayback,2026-09-20T07:43:58.544434+00:00
honnlamb.se,se,2026-09-21,True,True,18,wayback,2026-09-20T07:43:58.544434+00:00
prestigegruppen.se,se,2026-09-21,True,True,18,wayback,2026-09-20T07:43:58.544434+00:00
snapsvisa.nu,nu,2026-09-21,True,True,17,wayback,2026-09-20T07:43:58.544434+00:00
ai-prompt.se,se,2026-09-21,True,True,16,wayback,2026-09-20T07:43:58.544434+00:00
pro-active.nu,nu,2026-09-21,True,True,15,wayback,2026-09-20T07:43:58.544434+00:00
popstar.nu,nu,2026-09-21,True,True,7,wayback,2026-09-20T07:43:58.544434+00:00
prodental.se,se,2026-09-21,True,True,7,wayback,2026-09-20T07:43:58.544434+00:00
ftid.se,se,2026-09-21,True,True,6,wayback,2026-09-20T07:43:58.544434+00:00
lwn.se,se,2026-09-21,True,True,6,wayback,2026-09-20T07:43:58.544434+00:00
mariahampussjoholm2025.se,se,2026-09-21,True,True,6,wayback,2026-09-20T07:43:58.544434+00:00
stankskydd-glas.se,se,2026-09-21,True,True,6,wayback,2026-09-20T07:43:58.544434+00:00
vjc.se,se,2026-09-21,True,True,6,wayback,2026-09-20T07:43:58.544434+00:00
xcoin.se,se,2026-09-21,True,True,6,wayback,2026-09-20T07:43:58.544434+00:00
xn--ol-uia.se,se,2026-09-21,True,True,6,wayback,2026-09-20T07:43:58.544434+00:00
etx.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
fundconsulting.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
fxo.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
instaflate.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
it-d.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
iux.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
jonis.nu,nu,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
langbo.nu,nu,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
odlavackert.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
socionomcoachen.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
swestr.nu,nu,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
xn--hlleviksstrand-5hb.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
xn--hlsotget-0zao.se,se,2026-09-21,True,True,5,wayback,2026-09-20T07:43:58.544434+00:00
burgersandpizza.se,se,2026-09-21,True,True,4,wayback,2026-09-20T07:43:58.544434+00:00
cleanshoes.se,se,2026-09-21,True,True,4,wayback,2026-09-20T07:43:58.544434+00:00
malbyjaktlag.se,se,2026-09-21,True,True,4,wayback,2026-09-20T07:43:58.544434+00:00
addav.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
adrecords.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
airportuppsala.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
airuppsala.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
aktj.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
businesstobuttons.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
colorsolutions.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
hyrattefallshus.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
ingridsdansbutik.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
macchiator.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
malardalensent.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
motkorruption.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
motmutor.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
peakpromotion.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
pompaballonger.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
prohusdev.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
silfwer.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
solkustenhem.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
temptronic.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
utbildningssidan.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
visit-motala.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
visit-varamon.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
visitmotala.nu,nu,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
visitskara.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
vital-camp.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
xn--allambler-47a.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
xn--dansbutikgteborg-vwb.se,se,2026-09-21,True,True,3,wayback,2026-09-20T07:43:58.544434+00:00
fillerstockholm.se,se,2026-09-21,True,True,2,wayback,2026-09-20T07:43:58.544434+00:00
ladangbilder.nu,nu,2026-09-21,True,True,2,wayback,2026-09-20T07:43:58.544434+00:00
splashbox.se,se,2026-09-21,True,True,2,wayback,2026-09-20T07:43:58.544434+00:00
xn--bstkreditkort-bfb.se,se,2026-09-21,True,True,2,wayback,2026-09-20T07:43:58.544434+00:00
xn--dansshopgteborg-htb.se,se,2026-09-21,True,True,2,wayback,2026-09-20T07:43:58.544434+00:00
25379.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
afholt.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
hosmariafotvard.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
isobarik.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
lonelyhearts.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
lyckornagolfkrog.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
nutrifood.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
pelicans.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
pikengo.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
solarlamp.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
xn--hittaunderskterskor-16b.se,se,2026-09-21,True,True,1,wayback,2026-09-20T07:43:58.544434+00:00
3dbyrp.se,se,2026-09-21,True,False,0,wayback,2026-09-20T07:43:58.544434+00:00
adaptivai.se,se,2026-09-21,True,False,0,wayback,2026-09-20T07:43:58.544434+00:00
adays.nu,nu,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
addav.nu,nu,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
addgreenbusiness.nu,nu,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
aerospider.se,se,2026-09-21,True,False,0,wayback,2026-09-20T07:43:58.544434+00:00
afxecom.se,se,2026-09-21,True,False,0,wayback,2026-09-20T07:43:58.544434+00:00
ai-kursonline.se,se,2026-09-21,True,False,0,wayback,2026-09-20T07:43:58.544434+00:00
alles-in-1-extra.nu,nu,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
allfixblekinge.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
allstarpadelgym.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
allways.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
allzeit.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
alma-trading.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
amaliasfotografi.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
amningsmottagningar.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
anetterylander.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
annabergfors.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
anneliesmith.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
antiinflammatoriskt.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
antonsson-mst.se,se,2026-09-21,True,,,wayback,2026-09-20T07:43:58.544434+00:00
