domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
agila.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
cdpressning.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
hastlagret.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
horredslantmanna.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
jolle-sjosport.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
ogloszenia.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
rossab.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
rubs.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
stugweb.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
tablas.se,se,2026-08-11,True,True,500,wayback,2026-08-10T08:41:41.525325+00:00
naasgardsbryggeri.se,se,2026-08-11,True,True,492,wayback,2026-08-10T08:41:41.525325+00:00
ehockeyallsvenskan.se,se,2026-08-11,True,True,459,wayback,2026-08-10T08:41:41.525325+00:00
liberashop.se,se,2026-08-11,True,True,445,wayback,2026-08-10T08:41:41.525325+00:00
braserier.se,se,2026-08-11,True,True,386,wayback,2026-08-10T08:41:41.525325+00:00
samspelsverige.se,se,2026-08-11,True,True,359,wayback,2026-08-10T08:41:41.525325+00:00
jssportfiske.se,se,2026-08-11,True,True,257,wayback,2026-08-10T08:41:41.525325+00:00
vitiligo.se,se,2026-08-11,True,True,229,wayback,2026-08-10T08:41:41.525325+00:00
nanoenergizer.nu,nu,2026-08-11,True,True,211,wayback,2026-08-10T08:41:41.525325+00:00
hastibalans.se,se,2026-08-11,True,True,206,wayback,2026-08-10T08:41:41.525325+00:00
gajemeeopreis.nu,nu,2026-08-11,True,True,196,wayback,2026-08-10T08:41:41.525325+00:00
themothership.se,se,2026-08-11,True,True,187,wayback,2026-08-10T08:41:41.525325+00:00
prionina.se,se,2026-08-11,True,True,185,wayback,2026-08-10T08:41:41.525325+00:00
kilombo.se,se,2026-08-11,True,True,157,wayback,2026-08-10T08:41:41.525325+00:00
thevietnamese.se,se,2026-08-11,True,True,153,wayback,2026-08-10T08:41:41.525325+00:00
bargning-lund.se,se,2026-08-11,True,True,152,wayback,2026-08-10T08:41:41.525325+00:00
axafishing.se,se,2026-08-11,True,True,151,wayback,2026-08-10T08:41:41.525325+00:00
dunkebacken.se,se,2026-08-11,True,True,142,wayback,2026-08-10T08:41:41.525325+00:00
sandstromkonst.se,se,2026-08-11,True,True,142,wayback,2026-08-10T08:41:41.525325+00:00
babysimmet.se,se,2026-08-11,True,True,136,wayback,2026-08-10T08:41:41.525325+00:00
sakrabilar.se,se,2026-08-11,True,True,123,wayback,2026-08-10T08:41:41.525325+00:00
willska.se,se,2026-08-11,True,True,107,wayback,2026-08-10T08:41:41.525325+00:00
agentavtal.se,se,2026-08-11,True,True,106,wayback,2026-08-10T08:41:41.525325+00:00
alfasec.se,se,2026-08-11,True,True,98,wayback,2026-08-10T08:41:41.525325+00:00
bilcentergruppenfinans.se,se,2026-08-11,True,True,95,wayback,2026-08-10T08:41:41.525325+00:00
haster.se,se,2026-08-11,True,True,94,wayback,2026-08-10T08:41:41.525325+00:00
teamosynk.se,se,2026-08-11,True,True,90,wayback,2026-08-10T08:41:41.525325+00:00
pixelpitch.se,se,2026-08-11,True,True,85,wayback,2026-08-10T08:41:41.525325+00:00
joylis.se,se,2026-08-11,True,True,84,wayback,2026-08-10T08:41:41.525325+00:00
alltomved.se,se,2026-08-11,True,True,83,wayback,2026-08-10T08:41:41.525325+00:00
garageportsproffsen.se,se,2026-08-11,True,True,64,wayback,2026-08-10T08:41:41.525325+00:00
lehappywrinkle.se,se,2026-08-11,True,True,61,wayback,2026-08-10T08:41:41.525325+00:00
woodworkwarehouse.se,se,2026-08-11,True,True,55,wayback,2026-08-10T08:41:41.525325+00:00
penguinfilm.se,se,2026-08-11,True,True,53,wayback,2026-08-10T08:41:41.525325+00:00
pokernytt.se,se,2026-08-11,True,True,50,wayback,2026-08-10T08:41:41.525325+00:00
protoolzone.se,se,2026-08-11,True,True,49,wayback,2026-08-10T08:41:41.525325+00:00
takyon.se,se,2026-08-11,True,True,48,wayback,2026-08-10T08:41:41.525325+00:00
kolmardens-antik.se,se,2026-08-11,True,True,47,wayback,2026-08-10T08:41:41.525325+00:00
rydenskahuset.se,se,2026-08-11,True,True,46,wayback,2026-08-10T08:41:41.525325+00:00
samenwijzer.nu,nu,2026-08-11,True,True,46,wayback,2026-08-10T08:41:41.525325+00:00
barkollen.se,se,2026-08-11,True,True,45,wayback,2026-08-10T08:41:41.525325+00:00
vapori.se,se,2026-08-11,True,True,45,wayback,2026-08-10T08:41:41.525325+00:00
cognita.se,se,2026-08-11,True,True,43,wayback,2026-08-10T08:41:41.525325+00:00
riva.nu,nu,2026-08-11,True,True,42,wayback,2026-08-10T08:41:41.525325+00:00
bokaplats.nu,nu,2026-08-11,True,True,34,wayback,2026-08-10T08:41:41.525325+00:00
absolutesweden.se,se,2026-08-11,True,True,31,wayback,2026-08-10T08:41:41.525325+00:00
knallert.se,se,2026-08-11,True,True,31,wayback,2026-08-10T08:41:41.525325+00:00
karumo.se,se,2026-08-11,True,True,30,wayback,2026-08-10T08:41:41.525325+00:00
scandinavianhearsesociety.se,se,2026-08-11,True,True,22,wayback,2026-08-10T08:41:41.525325+00:00
chiwowow.se,se,2026-08-11,True,True,18,wayback,2026-08-10T08:41:41.525325+00:00
eckis.se,se,2026-08-11,True,True,18,wayback,2026-08-10T08:41:41.525325+00:00
emshappypawz.se,se,2026-08-11,True,True,18,wayback,2026-08-10T08:41:41.525325+00:00
passion24.se,se,2026-08-11,True,True,18,wayback,2026-08-10T08:41:41.525325+00:00
birthdy.se,se,2026-08-11,True,True,15,wayback,2026-08-10T08:41:41.525325+00:00
visionarerna.se,se,2026-08-11,True,True,15,wayback,2026-08-10T08:41:41.525325+00:00
pratakinesiska.se,se,2026-08-11,True,True,14,wayback,2026-08-10T08:41:41.525325+00:00
helenescholdsten.se,se,2026-08-11,True,True,11,wayback,2026-08-10T08:41:41.525325+00:00
liondetail.se,se,2026-08-11,True,True,11,wayback,2026-08-10T08:41:41.525325+00:00
regiowerk.nu,nu,2026-08-11,True,True,10,wayback,2026-08-10T08:41:41.525325+00:00
simplyshop.nu,nu,2026-08-11,True,True,10,wayback,2026-08-10T08:41:41.525325+00:00
xn--minbostadsrtt-lfb.se,se,2026-08-11,True,True,9,wayback,2026-08-10T08:41:41.525325+00:00
hoglunda-ska.se,se,2026-08-11,True,True,8,wayback,2026-08-10T08:41:41.525325+00:00
klasmarklund.se,se,2026-08-11,True,True,8,wayback,2026-08-10T08:41:41.525325+00:00
honungljus.se,se,2026-08-11,True,True,7,wayback,2026-08-10T08:41:41.525325+00:00
profilforetaget.se,se,2026-08-11,True,True,7,wayback,2026-08-10T08:41:41.525325+00:00
halsingekott.se,se,2026-08-11,True,True,6,wayback,2026-08-10T08:41:41.525325+00:00
