domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
250802.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
3dconsult.nu,nu,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
3dvilla.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
5m.nu,nu,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
abrandnewlook.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
absoluteart.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
actvn.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
adamjakab.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
adigitalmarketingplan.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
adrtabell.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
adrtabeller.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
adsteam.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
advokatgoteborg.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
advokatnyqvist.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
ageragroup.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
agnetasfriskvard.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
aiforlivet.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
aigenerators.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
aisoftwaredevelopment.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
aisoftwares.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
aktiegruvan.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
aktiviteterforbarn.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
aktivlivsstil.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
al-forsstrom.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
alexanderkarim.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
allangeneraxion.nu,nu,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
alliansring.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
alpine-pro.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
alunia.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
amicusvividus.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
amirisfood.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
amoriofsweden.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
andasplus.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
angelaaylward.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
anlitad.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
annakarlsen.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
annaochjarl.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
anomimodehus.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
anundsjobilvard.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
ao5.nu,nu,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
aponia.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
arcstudio.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
argonovabloggen.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
arildnilsson.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
arkiv-x.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
artwallswe.se,se,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
autotechx.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
avur.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
badpiller.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
bairit.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
balanskudden.nu,nu,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
balansvanor.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
balkonginglasninggoteborg.nu,nu,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
balkonginglasningvasteras.nu,nu,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
banaadirbeauty.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
bangkil.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
barnbilstol.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
barnprylguiden.se,se,2026-04-01,True,False,0,wayback,2026-03-31T11:17:13.677155+00:00
barrunda.nu,nu,2026-04-01,True,,,wayback,2026-03-31T11:17:13.677155+00:00
