domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
byggafunkis.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
capatosta.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
casajliving.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
fixamera.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
flodesmodellen.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
haber-yachts.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
hobbycity.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
hososs.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
jonkopingenergiarena.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
kasinoaffiliate.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
lantec.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
lindaochniklas.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
maybeauty.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
melanderbygg.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
mendrix.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
mirakler.nu,nu,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
mlhosting.nu,nu,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
nxtg.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
sixsigma.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
stahlgear.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
sunnanhof.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
xn--dck-online-q5a.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
zuperbox.se,se,2026-06-01,True,True,500,wayback,2026-05-31T08:53:25.309994+00:00
ezride.se,se,2026-06-01,True,True,464,wayback,2026-05-31T08:53:25.309994+00:00
elgitarrer.se,se,2026-06-01,True,True,409,wayback,2026-05-31T08:53:25.309994+00:00
gunillakvarell.se,se,2026-06-01,True,True,405,wayback,2026-05-31T08:53:25.309994+00:00
strandklippet.se,se,2026-06-01,True,True,353,wayback,2026-05-31T08:53:25.309994+00:00
halsont.se,se,2026-06-01,True,True,336,wayback,2026-05-31T08:53:25.309994+00:00
samstore.se,se,2026-06-01,True,True,333,wayback,2026-05-31T08:53:25.309994+00:00
cashloans.se,se,2026-06-01,True,True,277,wayback,2026-05-31T08:53:25.309994+00:00
casinoonlineguide.se,se,2026-06-01,True,True,187,wayback,2026-05-31T08:53:25.309994+00:00
casinokortspel.se,se,2026-06-01,True,True,185,wayback,2026-05-31T08:53:25.309994+00:00
ideburken.se,se,2026-06-01,True,True,175,wayback,2026-05-31T08:53:25.309994+00:00
allincasino.se,se,2026-06-01,True,True,170,wayback,2026-05-31T08:53:25.309994+00:00
amjkakeldesign.se,se,2026-06-01,True,True,169,wayback,2026-05-31T08:53:25.309994+00:00
bjorkander.nu,nu,2026-06-01,True,True,165,wayback,2026-05-31T08:53:25.309994+00:00
godlivesdelivery.se,se,2026-06-01,True,True,144,wayback,2026-05-31T08:53:25.309994+00:00
nordiskblockkub.se,se,2026-06-01,True,True,143,wayback,2026-05-31T08:53:25.309994+00:00
specialvapen.se,se,2026-06-01,True,True,137,wayback,2026-05-31T08:53:25.309994+00:00
daras.nu,nu,2026-06-01,True,True,119,wayback,2026-05-31T08:53:25.309994+00:00
infinitygaming.se,se,2026-06-01,True,True,119,wayback,2026-05-31T08:53:25.309994+00:00
jamtlandsbygg.se,se,2026-06-01,True,True,117,wayback,2026-05-31T08:53:25.309994+00:00
akrentreprenad.se,se,2026-06-01,True,True,111,wayback,2026-05-31T08:53:25.309994+00:00
toveberggren.se,se,2026-06-01,True,True,107,wayback,2026-05-31T08:53:25.309994+00:00
2glasvin.se,se,2026-06-01,True,True,103,wayback,2026-05-31T08:53:25.309994+00:00
nufattarjag.se,se,2026-06-01,True,True,102,wayback,2026-05-31T08:53:25.309994+00:00
shapemaster.se,se,2026-06-01,True,True,98,wayback,2026-05-31T08:53:25.309994+00:00
stickfestpaoland.se,se,2026-06-01,True,True,98,wayback,2026-05-31T08:53:25.309994+00:00
cannamor.se,se,2026-06-01,True,True,93,wayback,2026-05-31T08:53:25.309994+00:00
growyourstartup.se,se,2026-06-01,True,True,88,wayback,2026-05-31T08:53:25.309994+00:00
brhermansson.se,se,2026-06-01,True,True,85,wayback,2026-05-31T08:53:25.309994+00:00
amabilochmcteknik.se,se,2026-06-01,True,True,77,wayback,2026-05-31T08:53:25.309994+00:00
engleska.se,se,2026-06-01,True,True,74,wayback,2026-05-31T08:53:25.309994+00:00
yourpartners.se,se,2026-06-01,True,True,73,wayback,2026-05-31T08:53:25.309994+00:00
tulverket.se,se,2026-06-01,True,True,59,wayback,2026-05-31T08:53:25.309994+00:00
