domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
aaahandbag.nu,nu,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
bantningskur.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
begravningsportalen.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
beslago.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
bonanza.nu,nu,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
ekopasen.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
ethereumkursen.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
geijersholm-herrgard.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
german-books.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
july.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
pointerjakt.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
prylgalna.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
rentakit.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
skaparlusten.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
socialdemokraternaskane.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
spiralen.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
sveahusbilar.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
zencart-se.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
zorandi.se,se,2026-07-19,True,True,500,wayback,2026-07-18T08:26:41.372884+00:00
westwork.se,se,2026-07-19,True,True,499,wayback,2026-07-18T08:26:41.372884+00:00
sofiadesign.se,se,2026-07-19,True,True,493,wayback,2026-07-18T08:26:41.372884+00:00
sars.se,se,2026-07-19,True,True,409,wayback,2026-07-18T08:26:41.372884+00:00
marialagerstedt.se,se,2026-07-19,True,True,401,wayback,2026-07-18T08:26:41.372884+00:00
datingcoach.nu,nu,2026-07-19,True,True,295,wayback,2026-07-18T08:26:41.372884+00:00
mopedbilar.nu,nu,2026-07-19,True,True,287,wayback,2026-07-18T08:26:41.372884+00:00
cardeal.nu,nu,2026-07-19,True,True,283,wayback,2026-07-18T08:26:41.372884+00:00
salongchristina.se,se,2026-07-19,True,True,275,wayback,2026-07-18T08:26:41.372884+00:00
livsstilskonsulten.se,se,2026-07-19,True,True,250,wayback,2026-07-18T08:26:41.372884+00:00
krislivsstilskoordinator.se,se,2026-07-19,True,True,226,wayback,2026-07-18T08:26:41.372884+00:00
affiliatepartner.se,se,2026-07-19,True,True,224,wayback,2026-07-18T08:26:41.372884+00:00
abcmatresan.se,se,2026-07-19,True,True,217,wayback,2026-07-18T08:26:41.372884+00:00
operaboken.se,se,2026-07-19,True,True,198,wayback,2026-07-18T08:26:41.372884+00:00
