domain,tld,release_date,available,indexed,estimated_pages,index_source,checked_at
advantec.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
aircenterab.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
alumniventurecat.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
an1punktse.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
bergendahl.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
bjb.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
bondmoran.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
byggehandel.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
casa-blanca.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
cityforum.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
coachhacking.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
cop26.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
creatiefplus.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
digitalanyheter.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
djurhjaltarna.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
ecopure.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
ekoviva.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
elorder.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
energihemmet.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
energiplanering.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
exlibris.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
foderguiden.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
footballbox.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
forstahjalpenutbildning.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
gammeldags.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
golfhyllanmariestad.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
heatfromunderneath.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
holmsgaard.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
iavaile.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
in-ontwikkeling.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
inclouds.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
intravenost.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
jesse.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
justly.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
karaokelista.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
konference.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
kortslutning.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
korvfest.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
lagerrensning.nu,nu,2026-02-18,,False,,,2026-02-18T07:52:29.171834+00:00
